季伟,主任医师,苏州大学附属儿童医院,呼吸科,呼吸系统感染性疾病及支气管哮喘诊治
王亚军,副主任医师,首都儿科研究所附属儿童医院,呼吸内科,儿童常见疾病、儿童过敏性疾病，儿童呼吸系统常见疾病。如：发热，咳嗽，肺炎，支气管炎，过敏性哮喘，过敏性鼻炎。儿童慢性咳嗽、婴幼儿喘息。反复呼吸道感染。
刘红霞,主任医师,南京医科大学附属儿童医院,呼吸科,儿童常见病、多发病的诊治，尤其发热，感冒，喘息，慢性咳嗽，支气管哮喘、重症肺炎、结核及呼吸系统疑难杂症等的诊断和治疗
胡次浪,副主任医师,江西省儿童医院,呼吸内科,小儿哮喘及小儿呼吸道感染等疾病的诊断、治疗
苑修太,主任医师,济宁市第一人民医院,儿科,擅长中西医结合诊治小儿发热、大叶性肺炎、支原体肺炎、支原体感染、支气管肺炎、支气管炎、哮喘、反复喘息、咳嗽、腹痛、腹泻、便秘、呕吐、磨牙、便血、食物过敏、过敏性紫癜等变态反应性疾病、呼吸系统疾病、消化系统疾病，以及口腔溃疡、黄疸、心肌炎、厌食症、鹅口疮等疑难杂症。
蒋利萍,主任医师,重庆医科大学附属儿童医院,风湿免疫科,儿童反复感染及过敏性疾病，如反复肺炎、扁桃体炎、中耳炎、皮肤感染，及卡介苗病等，主攻原发性免疫缺陷病的诊治。
潘家华,主任医师,中国科学技术大学附属第一医院(安徽省立医院),小儿科,小儿呼吸系统疾病（哮喘、感染、结核病）、危重症、神经疾病及新生儿疾病的诊疗
孙广荣,主任医师,青岛市妇女儿童医院,儿内科,小儿支气管哮喘、过敏性咳嗽（咳嗽变异性哮喘）各种原因引起的慢性咳嗽、迁延性细菌性支气管炎、闭塞性细支气管炎、反复呼吸道感染、睡眠时鼻塞、打鼾、张口呼吸、磨牙、睡眠质量差、多汗、反复清咽、过敏性鼻炎、鼻窦炎、扁桃体肥大等慢性疑难病例，同时对儿童常见病和多发病如感冒、支气管炎、肺炎、疱疹性咽峡炎的诊治也有着丰富的临床经验
孙广荣,主任医师,青岛市妇女儿童医院,儿内科,小儿支气管哮喘、过敏性咳嗽（咳嗽变异性哮喘）各种原因引起的慢性咳嗽、迁延性细菌性支气管炎、闭塞性细支气管炎、反复呼吸道感染、睡眠时鼻塞、打鼾、张口呼吸、磨牙、睡眠质量差、多汗、反复清咽、过敏性鼻炎、鼻窦炎、扁桃体肥大等慢性疑难病例，同时对儿童常见病和多发病如感冒、支气管炎、肺炎、疱疹性咽峡炎的诊治也有着丰富的临床经验
唐素萍,主任医师,福建省福州儿童医院,哮喘科,儿童哮喘、慢性咳嗽、呼吸系统疑难杂症及其他过敏性疾病
黄剑峰,副主任医师,复旦大学附属儿科医院,呼吸科,擅长支气管哮喘，支气管肺炎，慢性咳嗽，反复呼吸道感染，婴幼儿喘息的诊治及儿童肺功能评估。
叶盛,主任医师,浙江大学医学院附属儿童医院,儿内科,儿内科各常见疾病如手足口病疱疹性咽峡炎（皮疹、发热、口腔疱疹）、肺炎（发热、咳嗽、气急）、支气管炎（发热、咳嗽）、毛细支气管炎（气喘、咳嗽）、喉炎（咳嗽、气促、声音嘶哑）、上呼吸道感染（感冒、发热、咳嗽、流鼻涕、打喷嚏）、小儿急性腹泻（拉肚子）、急性胃肠炎（呕吐、拉肚子、胃口差、腹痛肚子疼）、反复呼吸道感染（抵抗力差、免疫力差）、湿疹（皮疹、瘙痒）、哮喘、过敏性鼻炎、腺样体肥大、鼻窦炎、热性惊厥、抽动症（眨眼睛、挤眉弄眼、清嗓动作）、癫痫持续状态、严重过敏反应、低钾血症、低钠血症、高钾血症、高钠血症、脱水、溺水，以及危重症患儿如各种类型休克、各系统衰竭、危重症手足口病、消化道异物（吞入各种异物）、急性中毒。
汤卫红,主任医师,杭州市儿童医院,儿内科,儿内科各种疾病及疑难杂症的诊治、儿童胃肠道疾病、过敏性疾病、小儿支气管哮喘、过敏性鼻炎、小儿肺炎、心肌炎、小儿胃炎、牛奶蛋白过敏、儿童幽门螺旋杆菌感染、乳糖不耐受、急慢性肠炎、腹泻病、便血病、再发性呕吐、过敏性紫癜、癫痫、脑瘫、脑发育不良、脑炎，多动症、抽动症、急慢性肾炎、IgA肾病、肾病综合征，血小板减少性紫癜、贫血等小儿血液系统疾病，手足口病、水痘、麻疹等传染性疾病，皮炎、湿疹，新生儿黄疸和先天性甲状腺低下各种常见病和遗传代谢性疾病，矮小症和性早熟等诊断和治疗，并擅长小儿胃肠镜技术，内镜下肠息肉切除术。
苑修太,主任医师,济宁市第一人民医院,儿科,擅长中西医结合诊治小儿发热、大叶性肺炎、支原体肺炎、支原体感染、支气管肺炎、支气管炎、哮喘、反复喘息、咳嗽、腹痛、腹泻、便秘、呕吐、磨牙、便血、食物过敏、过敏性紫癜等变态反应性疾病、呼吸系统疾病、消化系统疾病，以及口腔溃疡、黄疸、心肌炎、厌食症、鹅口疮等疑难杂症。
薛海虹,主任医师,上海交通大学医学院附属新华医院,小儿内科,临床经验丰富，擅长小儿呼吸道感染（上感、疱疹性咽炎、支炎、肺炎等）、心血管系统疾病（川崎病、心肌炎、心肌损害、心律失常、先心诊断与咨询）、消化系统疾病（胃肠炎、腹泻病、腹痛、便秘）诊治
苑修太,主任医师,济宁市第一人民医院,儿科,擅长中西医结合诊治小儿发热、大叶性肺炎、支原体肺炎、支原体感染、支气管肺炎、支气管炎、哮喘、反复喘息、咳嗽、腹痛、腹泻、便秘、呕吐、磨牙、便血、食物过敏、过敏性紫癜等变态反应性疾病、呼吸系统疾病、消化系统疾病，以及口腔溃疡、黄疸、心肌炎、厌食症、鹅口疮等疑难杂症。
姜剑斌,副主任医师,温州医科大学附属第二医院,儿内科,精通儿童呼吸道疾病、感染性疾病、消化道疾病，不明原因发热、手足口病诊治及儿科常见病，疑难病，危重病的诊治。
刘春江,主治医师,广西壮族自治区人民医院,儿科,对儿童各种常见疾病的诊治有丰富的经验，尤其擅长儿童呼吸系统，消化系统，神经系统，血液系统，内分泌系统及新生儿各种疾病的诊治。
汤卫红,主任医师,杭州市儿童医院,儿内科,儿内科各种疾病及疑难杂症的诊治、儿童胃肠道疾病、过敏性疾病、小儿支气管哮喘、过敏性鼻炎、小儿肺炎、心肌炎、小儿胃炎、牛奶蛋白过敏、儿童幽门螺旋杆菌感染、乳糖不耐受、急慢性肠炎、腹泻病、便血病、再发性呕吐、过敏性紫癜、癫痫、脑瘫、脑发育不良、脑炎，多动症、抽动症、急慢性肾炎、IgA肾病、肾病综合征，血小板减少性紫癜、贫血等小儿血液系统疾病，手足口病、水痘、麻疹等传染性疾病，皮炎、湿疹，新生儿黄疸和先天性甲状腺低下各种常见病和遗传代谢性疾病，矮小症和性早熟等诊断和治疗，并擅长小儿胃肠镜技术，内镜下肠息肉切除术。
李谦,副主任医师,复旦大学附属华山医院,感染病科,发热待查的鉴别诊断、中枢神经系统感染诊治等。病毒性肝炎等各类肝功能异常的鉴别诊断与治疗。
黄开宇,主任医师,温州医科大学附属第二医院,儿童消化科,小儿消化系统疾病如：慢性腹泻、食物过敏、乳糖不耐受、克罗恩病、便秘、厌食偏食症、幽门螺杆菌感染、消化性溃疡、慢性腹痛、胆汁淤积症、肝损害等的诊治。擅长小儿胃肠镜检查及镜下治疗。
万宏,主任医师,江西省儿童医院,消化科,小儿各类常见病、多发病的诊治。尤其擅长急慢性腹泻、慢性腹痛、慢性胃炎、消化性溃疡、病理性黄疸及不明原因呕吐等各种消化系统疾病的诊治。
何祖蕙,主任医师,南京医科大学附属儿童医院,消化科,小儿内科各种疾病的诊治，尤其擅长小儿消化系统疾病(胃病、腹泻病、急性/慢性肠炎、过敏性胃肠病、消化不良、厌食、便秘、肠息肉)和小儿感染性疾病；小儿胃镜、肠镜的诊治操作。
汤卫红,主任医师,杭州市儿童医院,儿内科,儿内科各种疾病及疑难杂症的诊治、儿童胃肠道疾病、过敏性疾病、小儿支气管哮喘、过敏性鼻炎、小儿肺炎、心肌炎、小儿胃炎、牛奶蛋白过敏、儿童幽门螺旋杆菌感染、乳糖不耐受、急慢性肠炎、腹泻病、便血病、再发性呕吐、过敏性紫癜、癫痫、脑瘫、脑发育不良、脑炎，多动症、抽动症、急慢性肾炎、IgA肾病、肾病综合征，血小板减少性紫癜、贫血等小儿血液系统疾病，手足口病、水痘、麻疹等传染性疾病，皮炎、湿疹，新生儿黄疸和先天性甲状腺低下各种常见病和遗传代谢性疾病，矮小症和性早熟等诊断和治疗，并擅长小儿胃肠镜技术，内镜下肠息肉切除术。
车超,主治医师,山东大学齐鲁医院,儿童保健科,发育行为疾病，如多动症，抽动等；营养不良、过敏、乳糖不耐受等患儿的喂养指导；上呼吸道感染及腹泻等常见病；佝偻病疾病
石润海,主任医师,泉州市妇幼保健院·儿童医院·眼科医院,小儿消化科,小儿消化内科
施弦,主任医师,湖南省儿童医院,呼吸内科,小儿慢性咳嗽，喘息性疾病，反复呼吸道感染等疾病治疗。
黄剑峰,副主任医师,复旦大学附属儿科医院,呼吸科,擅长支气管哮喘，支气管肺炎，慢性咳嗽，反复呼吸道感染，婴幼儿喘息的诊治及儿童肺功能评估。
王金荣,主任医师,山东省立医院,小儿呼吸科,小儿呼吸系统疾病、变态反应性疾病及免疫功能低下等疾病的诊治如，哮喘，慢性咳嗽，各种肺炎、支气管炎等儿童喘息相关性疾病的防治
房定珠,主任医师,上海交通大学医学院附属新华医院,小儿呼吸科,儿童哮喘、婴儿喘息、反复感冒、咳嗽、肺炎等疑难杂症的诊断和治疗，尤其是儿童慢性咳嗽和哮喘、各种肺炎的治疗及过敏宝宝皮肤管理
潘家华,主任医师,中国科学技术大学附属第一医院(安徽省立医院),小儿科,小儿呼吸系统疾病（哮喘、感染、结核病）、危重症、神经疾病及新生儿疾病的诊疗
苑修太,主任医师,济宁市第一人民医院,儿科,擅长中西医结合诊治小儿发热、大叶性肺炎、支原体肺炎、支原体感染、支气管肺炎、支气管炎、哮喘、反复喘息、咳嗽、腹痛、腹泻、便秘、呕吐、磨牙、便血、食物过敏、过敏性紫癜等变态反应性疾病、呼吸系统疾病、消化系统疾病，以及口腔溃疡、黄疸、心肌炎、厌食症、鹅口疮等疑难杂症。
杨文,副主任医师,银川市第一人民医院,新生儿科,早产儿的救治，低体重儿的管理，新生儿黄疸诊治，重度黄疸及溶血病的换血治疗，新生儿肺炎及腹泻的诊治，新生儿窒息及缺氧缺血性脑病，败血症，脓毒症及休克，气管插管及心肺复苏抢救，先心病的管理
郝薇,副主任医师,山东省立医院,儿科,儿科呼吸系统、消化系统、新生儿及婴幼儿护理、喂养、发育、保健等相关问题，尤其擅长新生儿相关疾病的诊断与治疗以及儿童营养、发育方面的咨询与指导。
李志华,副主任医师,复旦大学附属儿科医院,新生儿科,儿内科常见疾病诊治，新生儿疾病诊治，危重新生儿管理，高危新生儿随访
陈美华,主任医师,南京市高淳人民医院,新生儿科,擅长新生儿及早产儿的管理，儿童营养保健，各种儿科危重症的抢救及常见病的处理。
韩树萍,主任医师,南京市妇幼保健院,儿科,新生儿危急重症救治；极超低出生体重儿、早产儿院内综合管理，出院后早期随访；新生儿黄疸诊治；儿童呼吸道与消化道疾病诊治，营养性疾病管理等。
余慕雪,主任医师,中山大学附属第一医院,儿科,新生儿疾病，在新生儿重症救治、小儿营养、高危儿随访、儿童保健等方面有较丰富的临床经验
方铁,主任医师,首都医科大学附属北京儿童医院,儿童功能神经外科,儿童癫痫，儿童癫痫外科治疗，儿童脑瘫，脑发育不良，发育落后，认知障碍，裂隙脑室综合征治疗，脑积水或者蛛网膜囊肿分流术后头痛，颅高压，狭颅症，脑积水，胎儿神经系统畸形的产前咨询。
候梅,主任医师,青岛市妇女儿童医院,神经康复科,小儿癫痫、抽动症、神经发育罕见病、发育迟缓/智力障碍、吞咽障碍、言语语言障碍、脑瘫、各种脑发育问题的诊治以及早产儿神经发育监测与家庭干预指导、肉毒毒素治疗痉挛等方面有独到之处。
周细中,副主任医师,南方医科大学珠江医院,儿科中心,小儿癫痫、小儿神经发育、各种脑炎、脑瘫、脑出血、脑梗塞、脑功能障碍，神经肌肉、神经皮肤综合征、遗传代谢性脑病、自身免疫性脑病、周围神经疾病的早期诊治，婴幼儿早期异常心理行为与儿童心理行为疾病的早期诊治等。
杨光,主任医师,中国人民解放军总医院第一医学中心,小儿内科,小儿癫痫、抽动症、多动症、自闭症、头痛头晕、脑瘫、智力语言落后、神经肌肉病、遗传代谢病及儿童常见病等的诊治。
黄艳军,主任医师,南京医科大学附属儿童医院,神经内科,小儿内科常见病、多发病的诊治，尤其对小儿神经内科相关疾病具有较丰富的临床经验
刘永红,副主任医师,西京医院,神经内科,成人和小儿癫痫、睡眠障碍、头晕、头痛、脑电图的判读、神经内科疾病
任献国,主任医师,南京医科大学附属逸夫医院,儿科,西医诊治方法结合中医理念诊疗小儿肾病，尤其肾病综合征，难治性肾病，紫癜性肾炎，狼疮性肾炎，IgA肾病，Alport综合征，孤立性血尿，HUS，各种血管炎及其他原发性，继发性，遗传性肾病等。
夏正坤,主任医师,南京大学医学院附属金陵医院,儿童肾脏诊疗中心,1．儿童肾病综合征，特别是难治性肾脏病(包括激素依赖、激素耐药与频繁复发的患者)、不明原因的血尿、IgA肾病、紫癜性肾炎、狼疮性肾炎、急性肾炎、慢性肾炎、急慢性肾功能衰竭、肾小管相关疾病、风湿性关节炎、类风湿性关节炎、硬皮病、皮肌炎、系多发性肌炎、干燥综合征、混合结缔组织疾病、血小板减少性紫癜、溶血尿毒综合征、儿童遗尿症等疾病的诊治。
余自华,主任医师,福建省儿童医院,肾脏/风湿免疫科,肾病综合征、血尿、狼疮性肾炎/系统性红斑狼疮、蛋白尿、Alport综合征、遗传性肾脏疾病、紫癜性肾炎/过敏性紫癜、IgA肾病、溶血尿毒综合征、急性肾炎、乙型肝炎病毒相关性肾炎、泌尿系感染、膀胱输尿管反流、肾小管酸中毒、肾小管间质性疾病、多囊肾、急性肾损伤、慢性肾脏病、幼年特发性关节炎和原发性免疫缺陷病等儿童肾脏风湿免疫病的精准诊断、规范化和个体化治疗。
高春林,副主任医师,南京大学医学院附属金陵医院,儿童肾脏诊疗中心,儿童肾脏病，遗传性肾脏病，遗尿，生长发育问题
金艳艳,副主任医师,浙江大学医学院附属儿童医院,儿内科,儿内科各种常见疾病如上感(感冒、咳嗽、流涕、打喷嚏)，手足口病、疱疹性咽峡炎（皮疹、发热、口腔疱疹），肺炎（发热、咳嗽、气急），支气管炎（发热、咳嗽），毛细支气管炎（气喘、咳嗽），喉炎（咳嗽、气促、声音嘶哑），鼻炎、鼻窦炎，小儿急性腹泻（拉肚子），急性胃肠炎（呕吐、拉肚子、胃口差、腹痛肚子疼），反复呼吸道感染（抵抗力差、免疫力差），湿疹（皮疹、瘙痒）。以及肾脏专科疾病如泌尿道感染(尿频、尿急、尿痛)，肾病综合征(浮肿、蛋白尿)，肾炎(血尿、高血压)，过敏性紫癜及紫癜性肾炎(皮疹、关节痛、腹痛、蛋白尿)，尿频，尿床等。
张建江,主任医师,郑州大学第一附属医院,小儿内科,肾病综合征、紫癜性肾炎、狼疮性肾炎、IgA肾病、溶血尿毒综合征、泌尿系感染、血尿及蛋白尿、急慢性肾功能衰竭等肾脏疾病，风湿及免疫性疾病，遗尿症等的诊治
宋纯东,主任医师,好大夫工作室,中医儿科,紫癜性肾炎、过敏性紫癜、肾病综合症、狼疮性肾炎、乙肝相关性肾炎、糖尿性肾病、反复尿路感染、急慢性肾衰竭等各种肾病的中西医诊治。同时擅长于儿童上呼吸道感染、小儿肺炎、腹泻、食积等常见病。
唐玉英,主任医师,兰州大学第二医院,小儿风湿免疫科,儿内科常见病、多发病的诊治，尤其是过敏性紫癜、急性肾小球肾炎、肾病综合征、幼年特发性关节炎、 系统性红斑狼疮等儿童肾脏风湿类疾病。
卢燕,主任医师,首都医科大学附属北京儿童医院,中医科,治疗过敏性紫癜、紫癜性肾炎、发热性疾病、慢性咳嗽、腹泻、婴儿黄疸等疾病
苏杭,主治医师,河南中医药大学第一附属医院,儿科,中西医结合诊疗过敏性紫癜、紫癜性肾炎、肾病综合征、IgA肾病、系统性红斑狼疮、幼年特发性关节炎、皮肌炎等儿童风湿免疫性疾病及儿童肾脏病；免疫性血小板减少症；小儿反复呼吸道感染、反复咳嗽、腹泻、呕吐等儿科常见疾病。
翟文生,主任医师,河南中医药大学第一附属医院,儿科,中医、中西医结合诊疗肾病综合征、过敏性紫癜、紫癜肾、IgA肾病、狼疮、乙肝肾、肾衰、血尿、遗尿、血小板减少性症、再生障碍性贫血、白血病等血液病、风湿病、关节炎、强柱、川崎病、内分泌等疑难疾病及儿科咳喘、反复感染、发热、腹泻、腹痛、积滞、腺样体肥大、扁桃体肿大、鼾症等常见疾病等。
高旭光,主治医师,河南中医药大学第一附属医院,儿科,中医、中西医结合诊疗过敏性紫癜、紫癜性肾炎、肾病综合征、IgA肾病、血尿、蛋白尿、系统性红斑狼疮、幼年特发性关节炎、幼年皮肌炎、白塞氏病、干燥综合征、混合性结缔组织病等儿童风湿免疫病及肾脏病；特发性血小板减少性紫癜；儿童反复呼吸道感染、慢性咳嗽、慢性湿疹、慢性鼻炎及鼻窦炎、反复扁桃体炎、腺样体肥大、反复口腔溃疡、抽动症、多动症、过敏体质、食物过敏、长期厌食等；针灸治疗疼痛相关性疾病。
王智,副主任医师,江西省儿童医院,风湿免疫科,擅长小儿内科常见病，多发病。反复呼吸道感染。免疫功能低下等。对于儿童关节炎，川崎病，过敏性紫癜，免疫功能缺陷等专科疾病有深入研究。对于儿童母乳喂养，儿童情绪管理等方面也有独到见解。
沈捷,主任医师,上海儿童医学中心,心内科,先天性心脏病非开胸介入治疗、川崎病及冠脉病变的规范化诊疗以及心律失常、心肌炎、心肌病、肺动脉高压等心血管疾病的诊治
杜忠东,主任医师,首都医科大学附属北京儿童医院,心内科,川崎病及川崎病冠状动脉瘤诊治属世界前沿水平，心肌损伤、心肌酶高、心肌炎、心肌病，各类早搏、传导阻滞及各类心律失常，房间隔缺损、卵圆孔未闭、室间隔缺损、动脉导管未闭等各种先天性心脏病，高血压，肺动脉高压，晕厥，心电图异常等儿童心血管系统疾病有丰富的国内外诊治经验，对儿童呼吸道、消化道及儿科常见疾病也有丰富的临床诊治经验
王凤,副主任医师,复旦大学附属儿科医院,心内科,儿童心血管疾病的诊治，包括先天性心脏病、川崎病、常见心律失常、心肌炎、心肌病等。
杨世伟,主任医师,南京医科大学附属儿童医院,心血管内科,各种先天性心脏病的微创介入治疗、儿童心律失常及射频消融治疗、心肌病及川崎病的诊治
伊迎春,副主任医师,山东省立医院,小儿心脏科,小儿心血管疾病的诊治，如心肌炎、心肌病、心内膜弹力纤维增生症、先天性心脏病、心律失常、川崎病、风湿热、肺炎并心力衰竭、肺动脉高压、感染性心内膜炎等，尤其擅长房间隔缺损、室间隔缺损、动脉导管未闭、肺动脉瓣狭窄、主动脉缩窄等先天性心脏病
杨圣海,副主任医师,首都儿科研究所附属儿童医院,神经内科,抽动障碍、癫痫、发育迟缓、多动症、脊髓炎、脑炎、代谢病、脑瘫等
黄艳军,主任医师,南京医科大学附属儿童医院,神经内科,小儿内科常见病、多发病的诊治，尤其对小儿神经内科相关疾病具有较丰富的临床经验
孙克兴,副主任医师,上海儿童医学中心,中医科,擅长抽动障碍、多动症、性早熟、小儿脑瘫及高危儿、发育落后、自闭症、慢性咳嗽、哮喘、分泌性中耳炎、鼾症、睡眠障碍等针药结合治疗。
韩颖,副主任医师,北京大学第一医院,小儿神经内科,注意缺陷多动障碍，学习困难，抽动障碍，孤独症谱系障碍，癫痫共患病，言语发育迟滞，高危儿和慢病儿童疫苗接种，婴幼儿神经发育评估和干预指导，婴幼儿营养和喂养指导，等
张桂香,主任医师,大连市妇女儿童医疗中心（集团）希望广场儿童院区,神经康复,小儿癫痫、抽动障碍，发育迟缓，高危儿的评估和干预，孤独症谱系障碍以及小儿神经系统相关疾病的诊治。
杨光,主任医师,中国人民解放军总医院第一医学中心,小儿内科,小儿癫痫、抽动症、多动症、自闭症、头痛头晕、脑瘫、智力语言落后、神经肌肉病、遗传代谢病及儿童常见病等的诊治。
韩波,主任医师,山东省立医院,小儿心脏科,先心病介入治疗术、射频消融术、起搏器植入术、心肌炎、心肌病、心内膜弹力纤维增生症、心力衰竭、房性早搏、室性早搏、房性心动过速、心房扑动、阵发性室上性心动过速、室性心动过速、房室传导阻滞、病态窦房结综合征、川崎病、风湿热、肺动脉高压、胎儿先心病、胎儿心律失常及胎儿心肌炎心肌病。
伊迎春,副主任医师,山东省立医院,小儿心脏科,小儿心血管疾病的诊治，如心肌炎、心肌病、心内膜弹力纤维增生症、先天性心脏病、心律失常、川崎病、风湿热、肺炎并心力衰竭、肺动脉高压、感染性心内膜炎等，尤其擅长房间隔缺损、室间隔缺损、动脉导管未闭、肺动脉瓣狭窄、主动脉缩窄等先天性心脏病
李小梅,主任医师,北京华信医院,心脏小儿科,小儿心律失常的诊断，射频消融治疗、药物治疗、起搏器治疗、晕厥、ICD治疗，及其他儿童心血管疾病。
沈杰,副主任医师,浙江大学医学院附属儿童医院,儿内科,擅长儿内科常见疾病的诊治，包括心血管系统（川崎病、先天性心脏病、心律失常、心肌炎、胸闷、胸痛、叹气、晕厥等）、消化系统（小儿腹泻、胃肠炎、便秘、乳糖不耐受、消化不良、蛋白过敏等）、呼吸系统（疱疹性咽峡炎、鼻窦炎、上呼吸道感染、扁桃体炎、幼儿急疹、支气管炎、肺炎等）、感染性疾病（EB病毒感染、巨细胞病毒感染、水痘、麻疹、手足口病等）、新生儿疾病、泌尿系疾病、颅内感染、热性惊厥等各种儿科疾病的诊治。
张旭,副主任医师,广州市妇女儿童医疗中心,心内科,先天性心脏病介入诊疗，肺动脉高压，超声心动图检查，胎儿超声心动图，胎儿心脏畸形宫内干预。
常红,主任医师,青岛大学附属医院,小儿内科,儿科常见疾病，擅长儿童肾脏风湿及心血管疾病的临床诊治：主要诊治过敏性紫癜、肾炎肾病、川崎病、系统性红斑狼疮、幼年特发性关节炎、心肌炎、心律失常及儿童夜遗尿等疾病。
孙成彦,副主任医师,上海壹博医院,功能神经外科,脑瘫，脑和脊髓外伤、脑卒中、脑出血后遗症引起的肢体畸形和肢体僵硬欠灵活状态，顽固性疼痛，面肌痉挛，三叉神经痛，帕金森病等功能神经外科疾病的诊治，国内率先开展FSPR手术治疗脑瘫和偏瘫及各种因素引起的肢体僵硬痉挛状态、脊髓电刺激术（SCS）治疗顽固性疼痛和植物生存状态、迷走神经刺激术（VNS）治疗癫痫、巴氯芬（ITB）泵植入治疗肢体痉挛瘫、脑深部电刺激术（DBS）治疗帕金森病。
方铁,主任医师,首都医科大学附属北京儿童医院,儿童功能神经外科,儿童癫痫，儿童癫痫外科治疗，儿童脑瘫，脑发育不良，发育落后，认知障碍，裂隙脑室综合征治疗，脑积水或者蛛网膜囊肿分流术后头痛，颅高压，狭颅症，脑积水，胎儿神经系统畸形的产前咨询。
张海石,副主任医师,复旦大学附属华山医院,神经外科,1.神经外科疾病:
候梅,主任医师,青岛市妇女儿童医院,神经康复科,小儿癫痫、抽动症、神经发育罕见病、发育迟缓/智力障碍、吞咽障碍、言语语言障碍、脑瘫、各种脑发育问题的诊治以及早产儿神经发育监测与家庭干预指导、肉毒毒素治疗痉挛等方面有独到之处。
朱默,主治医师,复旦大学附属儿科医院,康复科,高危新生儿、早产儿GMs评估、早期干预。儿童脑瘫及精神发育迟缓、智力障碍、运动障碍、语言障碍、构音障碍、脑发育不良、脑损伤等病的评估诊治，及家庭康复指导。
徐蕴岚,主任医师,上海儿童医学中心,骨科,各种儿童先天性，后天性骨骼、关节、肌肉疾病的诊治，(如儿童髋关节脱位，脑瘫，斜颈，股骨头坏死等）；各种儿童骨折，肌腱损伤的精细治疗；各种儿童肢体骨和软组织肿瘤的诊治。特别擅长各种儿童手足、四肢畸形的矫正和重建。对儿童复杂手足畸形的治疗颇有心得，不仅改善功能，而且最大可能美化外观。努力创新突破，开展了“龙虾钳样”多指畸形的拇指重建，三节拇指与拇发育不良多指“嫁接”治疗，先天性拇尺偏病因分析及拇指重塑，脑瘫及多关节挛缩上肢畸形的精准治疗等新技术，大大提高了患儿的生活质量。
范志平,主治医师,南方医科大学南方医院,血液科,造血干细胞移植、白血病、淋巴瘤、血友病、各种贫血、血小板减少症等的诊治。
左英熹,主任医师,北京大学人民医院,儿科,儿童血液系统疾病
缪扣荣,主任医师,江苏省人民医院,血液内科,各种白血病，包括急性白血病，慢性粒细胞白血病，慢性淋巴细胞白血病。擅长运用造血干细胞移植方法进行治疗。各种淋巴瘤，骨髓瘤，及各类骨髓衰竭性疾病，包括：再生障碍性贫血，骨髓增生异常综合征。
李昕,主任医师,中南大学湘雅三医院,血液内科,"白血病,淋巴瘤,再生障碍性贫血,多发性骨髓瘤,血小板减少性紫癜,骨髓增生异常综合征,慢性粒细胞白血病,急性淋巴细胞白血病, CART细胞治疗，造血干细胞移植"
